"return_id","order_id","order_item_id","return_date","quantity","reason","refund_amount"
492,6497,5284,"2026-03-22",1,Late delivery,39.99
493,7513,7520,"2024-12-08",1,Wrong item,649.99
494,8529,9756,"2026-05-13",1,Compatibility issue,39.99
495,5480,3049,"2026-09-11",1,Changed mind,549.99
496,6497,5285,"2026-02-27",1,Defective,79.99
497,8529,9757,"2026-05-20",1,Late delivery,99.99
498,7514,7521,"2024-08-07",1,Not as expected,899.99
499,5481,3050,"2025-06-18",1,Compatibility issue,499.99
500,8529,9758,"2026-05-27",1,Defective,89.99
501,6498,5286,"2025-10-27",1,Damaged during shipping,69.99
502,7514,7522,"2024-07-15",1,Changed mind,1299.99
503,6498,5287,"2025-11-03",1,Wrong item,29.99
504,8530,9759,"2025-12-25",1,Damaged during shipping,299.99
505,7515,7523,"2024-03-14",1,Compatibility issue,899.99
506,6498,5288,"2025-11-10",1,Not as expected,199.99
507,7515,7524,"2024-03-21",1,Late delivery,1299.99
508,8531,9760,"2024-10-01",1,Wrong item,249.99
509,5483,3053,"2024-09-22",1,Damaged during shipping,599.99
510,6499,5289,"2025-06-10",1,Changed mind,79.99
511,8532,9761,"2024-05-31",1,Not as expected,899.99
512,5483,3054,"2024-09-29",1,Wrong item,699.99
513,6499,5290,"2025-06-17",1,Compatibility issue,99.99
514,8532,9762,"2024-06-07",1,Changed mind,249.99
515,6499,5291,"2025-06-24",1,Late delivery,69.99
516,5484,3055,"2024-05-29",1,Not as expected,179.99
517,6499,5292,"2025-07-01",1,Defective,29.99
518,8533,9763,"2024-01-06",1,Compatibility issue,699.99
519,5484,3056,"2024-05-06",1,Changed mind,329.99
520,8533,9764,"2024-01-13",1,Late delivery,449.99
521,6500,5293,"2025-01-29",1,Damaged during shipping,24.99
522,6501,5294,"2026-07-23",1,Wrong item,99.99
523,5486,3059,"2025-07-04",1,Defective,1299.99
524,6502,5295,"2026-03-22",1,Not as expected,119.99
525,8535,9767,"2026-02-02",1,Wrong item,999.99
526,5486,3060,"2025-06-11",1,Damaged during shipping,649.99
527,6502,5296,"2026-03-29",1,Changed mind,39.99
528,8535,9768,"2026-01-10",1,Not as expected,1299.99
529,5487,3061,"2025-02-08",1,Wrong item,899.99
530,8536,9769,"2024-10-17",1,Changed mind,299.99
531,5487,3062,"2025-02-15",1,Not as expected,1299.99
532,8536,9770,"2024-10-24",1,Compatibility issue,129.99
533,5487,3063,"2025-02-22",1,Changed mind,649.99
534,6504,5299,"2025-07-03",1,Defective,249.99
535,4471,828,"2026-05-14",1,Wrong item,69.99
536,8537,9771,"2024-06-23",1,Late delivery,599.99
537,5488,3064,"2024-10-22",1,Compatibility issue,899.99
538,6504,5300,"2025-07-10",1,Damaged during shipping,149.99
539,8537,9772,"2024-05-31",1,Defective,699.99
540,4472,829,"2026-01-11",1,Not as expected,79.99
541,5488,3065,"2024-09-29",1,Late delivery,1299.99
542,6505,5301,"2025-03-09",1,Wrong item,899.99
543,8537,9773,"2024-06-07",1,Damaged during shipping,299.99
544,4472,830,"2026-01-18",1,Changed mind,99.99
545,5488,3066,"2024-10-06",1,Defective,649.99
546,6505,5302,"2025-02-14",1,Not as expected,249.99
547,7521,7538,"2025-09-26",1,Late delivery,179.99
548,8538,9774,"2024-02-05",1,Wrong item,179.99
549,4473,831,"2025-09-17",1,Compatibility issue,24.99
550,5489,3067,"2024-06-05",1,Damaged during shipping,899.99
551,6506,5303,"2026-08-08",1,Changed mind,699.99
552,7522,7539,"2025-04-26",1,Defective,99.99
553,8538,9775,"2024-02-12",1,Not as expected,329.99
554,4473,832,"2025-08-25",1,Late delivery,149.99
555,5489,3068,"2024-06-12",1,Wrong item,1299.99
556,6506,5304,"2026-08-15",1,Compatibility issue,449.99
557,7522,7540,"2025-05-03",1,Damaged during shipping,59.99
558,8538,9776,"2024-01-20",1,Changed mind,599.99
559,5489,3069,"2024-05-20",1,Not as expected,649.99
560,5489,3070,"2024-05-27",1,Changed mind,1799.99
561,6507,5305,"2026-04-14",1,Late delivery,549.99
562,8539,9777,"2026-06-05",1,Compatibility issue,649.99
563,6507,5306,"2026-03-22",1,Defective,349.99
564,8539,9778,"2026-06-12",1,Late delivery,2199.99
565,5490,3071,"2024-01-25",1,Compatibility issue,899.99
566,4475,835,"2024-12-29",1,Wrong item,119.99
567,6507,5307,"2026-03-29",1,Damaged during shipping,699.99
568,8539,9779,"2026-06-19",1,Defective,179.99
569,7524,7543,"2024-08-07",1,Changed mind,199.99
570,4475,836,"2024-12-06",1,Not as expected,229.99
571,8539,9780,"2026-05-27",1,Damaged during shipping,329.99
572,6508,5308,"2025-11-26",1,Wrong item,499.99
573,7524,7544,"2024-08-14",1,Compatibility issue,39.99
574,4476,837,"2026-05-30",1,Changed mind,299.99
575,6508,5309,"2025-12-03",1,Not as expected,999.99
576,8540,9781,"2026-01-24",1,Wrong item,1299.99
577,7525,7545,"2024-04-13",1,Late delivery,69.99
578,4476,838,"2026-06-06",1,Compatibility issue,79.99
579,6508,5310,"2025-11-10",1,Changed mind,1299.99
580,7525,7546,"2024-04-20",1,Defective,29.99
581,4477,839,"2026-02-03",1,Late delivery,249.99
582,6509,5311,"2025-07-10",1,Compatibility issue,299.99
583,7526,7547,"2025-10-12",1,Damaged during shipping,79.99
584,4477,840,"2026-01-11",1,Defective,149.99
585,6509,5312,"2025-07-17",1,Late delivery,129.99
586,7526,7548,"2025-09-19",1,Wrong item,99.99
587,4477,841,"2026-01-18",1,Damaged during shipping,299.99
588,6509,5313,"2025-07-24",1,Defective,499.99
589,6509,5314,"2025-07-31",1,Damaged during shipping,999.99
590,7527,7549,"2025-05-19",1,Not as expected,24.99
591,4478,842,"2025-09-17",1,Wrong item,899.99
592,7527,7550,"2025-05-26",2,Changed mind,299.98
593,4478,843,"2025-09-24",1,Not as expected,249.99
594,6510,5315,"2025-02-28",1,Wrong item,599.99
595,7527,7551,"2025-06-02",1,Compatibility issue,79.99
596,4478,844,"2025-10-01",1,Changed mind,249.99
597,6511,5316,"2026-08-22",1,Not as expected,179.99
598,7528,7552,"2024-12-31",1,Late delivery,99.99
599,4479,845,"2025-05-01",1,Compatibility issue,699.99
600,5496,3081,"2024-11-16",1,Damaged during shipping,179.99
